,id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d,pub_rec_bankruptcies
2484,1035775,7000.0,7000.0,7000.0, 36 MONTHS,12.42,233.91,B,B4,SHOWCASE AUTOS,7 YEARS,MORTGAGE,54000.0,NOT VERIFIED,2011-11-01,CHARGED OFF,CREDIT_CARD,301XX,GA,12.84,0,1999-08-01,3,12,0,7568,78.8,46,0.0,0.0,2418.12,2418.12,1513.22,589.81,0.0,315.09,3.11,2012-09-01,233.91,2013-02-01,0.0
2488,1035518,14400.0,14400.0,14375.0, 60 MONTHS,12.69,325.37,B,B5,AFLAC,7 YEARS,RENT,75000.0,VERIFIED,2011-12-01,CHARGED OFF,DEBT_CONSOLIDATION,319XX,GA,16.06,0,1998-10-01,1,6,0,28675,69.3,35,0.0,0.0,13702.82,13679.07,9010.05,3348.48,0.0,1344.29,232.3764,2014-08-01,325.37,2014-11-01,0.0
2491,1035381,15000.0,15000.0,15000.0, 36 MONTHS,7.9,469.36,A,A4,WEST CUSTOMER MANAGEMENT GROUP LLC,9 YEARS,MORTGAGE,31000.0,SOURCE VERIFIED,2011-11-01,CHARGED OFF,DEBT_CONSOLIDATION,325XX,FL,9.83,0,1993-08-01,0,9,0,10222,52.4,13,0.0,0.0,12203.36,12203.36,10463.28,1729.68,0.0,10.4,0.0,2014-02-01,469.36,2016-05-01,0.0
2492,1035487,15000.0,15000.0,14975.0, 60 MONTHS,21.67,411.48,F,F3,U STORE IT,2 YEARS,OWN,33000.0,SOURCE VERIFIED,2011-12-01,CHARGED OFF,DEBT_CONSOLIDATION,117XX,NY,14.36,0,1998-10-01,1,9,0,12964,97.1,20,0.0,0.0,4313.27,4306.13,1184.0,3114.32,14.94659336,0.0,0.0,2012-12-01,412.98,2016-04-01,0.0
2495,1035481,1800.0,1800.0,1800.0, 36 MONTHS,12.69,60.39,B,B5,SOUTHEASTERN FREIGHT LINES,2 YEARS,RENT,25000.0,NOT VERIFIED,2011-11-01,CHARGED OFF,OTHER,306XX,GA,17.66,0,2004-04-01,0,2,0,673,96.1,5,0.0,0.0,736.59,736.59,477.27,183.61,0.0,75.71,0.72,2012-11-01,60.39,2013-04-01,0.0
2496,1035373,3200.0,3200.0,3200.0, 60 MONTHS,9.91,67.85,B,B1,,,MORTGAGE,30000.0,NOT VERIFIED,2011-11-01,CHARGED OFF,HOME_IMPROVEMENT,066XX,CT,12.44,0,1982-10-01,0,7,0,2186,61.2,15,0.0,0.0,203.52,203.52,83.18,120.34,0.0,0.0,0.0,2012-05-01,67.85,2012-02-01,0.0
2501,1015561,16000.0,16000.0,15975.0, 60 MONTHS,14.27,374.54,C,C2,KONICA MINOLTA BUSINESS SOLUTIONS,10+ YEARS,RENT,62000.0,VERIFIED,2011-12-01,CHARGED OFF,DEBT_CONSOLIDATION,770XX,TX,29.36,0,1995-05-01,4,19,0,1675,2.2,49,0.0,0.0,16854.3,16828.08,10873.15,5964.77,0.0,16.38,2.9484,2015-09-01,374.54,2016-04-01,0.0
2503,1035424,11100.0,11100.0,11100.0, 60 MONTHS,15.96,269.7,C,C5,BANKATLANTIC,6 YEARS,OWN,26000.0,NOT VERIFIED,2011-12-01,CHARGED OFF,CREDIT_CARD,330XX,FL,20.49,0,1996-09-01,1,14,0,14704,77.4,21,0.0,0.0,10557.8,10557.8,5551.93,4182.73,14.9432703,808.2,141.048,2015-05-01,50.0,2015-05-01,0.0
2506,1034363,29100.0,29100.0,28800.0, 60 MONTHS,20.3,775.84,E,E5,SYSCO FOODS SAN FRANCISCO,10+ YEARS,RENT,72000.0,VERIFIED,2011-12-01,CHARGED OFF,DEBT_CONSOLIDATION,945XX,CA,20.23,0,1998-05-01,0,16,0,21842,88.8,32,0.0,0.0,27930.24,27642.42,13865.57,14031.52,0.0,33.15,0.0,2014-12-01,775.84,2016-04-01,0.0
2507,1035402,21600.0,21600.0,21550.0, 60 MONTHS,17.58,543.58,D,D4,UNITED PARCIAL SERVICE,10+ YEARS,MORTGAGE,82000.0,VERIFIED,2011-12-01,CHARGED OFF,DEBT_CONSOLIDATION,926XX,CA,9.75,0,2000-08-01,0,9,0,11891,71.7,26,0.0,0.0,18122.71,18081.13,8599.57,7639.31,24.94,1858.89,18.58890001,2014-06-01,44.74,2014-10-01,0.0
2512,1035255,21000.0,21000.0,20975.0, 36 MONTHS,11.71,694.6,B,B3,ADVANCE AUTO PARTS,< 1 YEAR,RENT,95000.0,VERIFIED,2011-11-01,CHARGED OFF,CREDIT_CARD,604XX,IL,9.84,0,1998-10-01,0,13,0,19919,76.0,28,0.0,0.0,14585.91,14568.66,11325.16,3260.75,0.0,0.0,0.0,2013-10-01,35.2,2016-05-01,0.0
2538,1035062,17000.0,17000.0,17000.0, 60 MONTHS,19.03,441.28,E,E2,HARRIS CORPORATION,3 YEARS,RENT,78050.0,NOT VERIFIED,2011-12-01,CHARGED OFF,DEBT_CONSOLIDATION,221XX,VA,16.84,0,1997-10-01,3,10,0,16504,89.2,42,0.0,0.0,13560.32,13560.32,3535.87,4388.09,0.0,5636.36,547.056,2013-06-01,441.28,2013-10-01,0.0
2540,1034896,20000.0,20000.0,20000.0, 60 MONTHS,18.25,510.6,D,D5,ASHLIN MANAGEMENT GROUP,< 1 YEAR,RENT,102000.0,VERIFIED,2011-12-01,CHARGED OFF,DEBT_CONSOLIDATION,209XX,MD,9.26,0,2001-07-01,0,10,0,12417,81.2,13,0.0,0.0,5011.74,5011.74,1162.52,2766.88,0.0,1082.34,10.48,2012-10-01,300.8,2013-02-01,0.0
2546,1035025,18400.0,18400.0,18400.0, 60 MONTHS,14.27,430.72,C,C2,ALABAMA COALITION AGAINST DOMESTIC VIOLE,3 YEARS,MORTGAGE,61938.0,SOURCE VERIFIED,2011-12-01,CHARGED OFF,DEBT_CONSOLIDATION,361XX,AL,9.01,0,1991-10-01,1,5,0,6314,69.4,6,0.0,0.0,8306.54,8306.54,4865.98,3424.22,0.0,16.34,0.0,2013-06-01,430.72,2016-05-01,0.0
2550,1034865,5000.0,5000.0,5000.0, 36 MONTHS,15.96,175.69,C,C5,TRUETECH,4 YEARS,RENT,41000.0,SOURCE VERIFIED,2011-11-01,CHARGED OFF,CREDIT_CARD,117XX,NY,23.47,0,1998-10-01,1,17,0,12682,75.5,24,0.0,0.0,1131.44,1131.44,559.39,317.06,0.0,254.99,2.54,2012-05-01,175.69,2012-10-01,0.0
2553,1034807,16800.0,16800.0,16800.0, 60 MONTHS,16.77,415.45,D,D2,SHEPHERD CENTER,8 YEARS,MORTGAGE,55000.0,SOURCE VERIFIED,2011-12-01,CHARGED OFF,DEBT_CONSOLIDATION,303XX,GA,20.57,0,1997-12-01,1,10,0,12967,73.7,37,0.0,0.0,7427.22,7427.22,3206.65,3424.55,0.0,796.02,7.59,2013-04-01,415.45,2013-09-01,0.0
2556,1033565,22000.0,22000.0,21975.0, 60 MONTHS,14.65,519.35,C,C3,LEHIGH VALLEY HOSPITAL,10+ YEARS,MORTGAGE,85500.0,VERIFIED,2011-12-01,CHARGED OFF,CREDIT_CARD,182XX,PA,27.9,0,1989-09-01,3,14,0,36833,60.0,34,0.0,0.0,24834.65,24806.43,12430.09,7823.0,0.0,4581.56,824.6808,2015-03-01,519.35,2016-05-01,0.0
2557,1034757,10800.0,10800.0,10800.0, 36 MONTHS,7.51,336.0,A,A3,CONOCOPHILLIPS,10+ YEARS,RENT,75000.0,SOURCE VERIFIED,2011-11-01,CHARGED OFF,DEBT_CONSOLIDATION,740XX,OK,16.59,0,1988-05-01,2,9,0,19585,59.2,24,0.0,0.0,2858.04,2858.04,1909.16,438.3,0.0,510.58,4.95,2012-08-01,336.0,2012-12-01,0.0
2560,1034778,5000.0,5000.0,5000.0, 36 MONTHS,15.96,175.69,C,C5,LAW CASH,1 YEAR,RENT,35000.0,SOURCE VERIFIED,2011-11-01,CHARGED OFF,MOVING,100XX,NY,2.43,0,2006-01-01,1,10,0,2313,18.8,19,0.0,0.0,1804.31,1804.31,1033.87,543.11,0.0,227.33,2.18,2012-09-01,175.69,2013-02-01,0.0
2564,1034733,25000.0,25000.0,25000.0, 60 MONTHS,18.64,643.58,E,E1,,10+ YEARS,RENT,50000.0,SOURCE VERIFIED,2011-12-01,CHARGED OFF,SMALL_BUSINESS,917XX,CA,5.81,0,2000-11-01,0,2,0,6054,96.1,7,0.0,0.0,6453.66,6453.66,2154.63,2989.53,0.0,1309.5,235.71,2012-08-01,643.58,2013-02-01,0.0
2567,1034529,14000.0,14000.0,14000.0, 36 MONTHS,14.65,482.92,C,C3,STILLWATER MEDICAL CENTER,10+ YEARS,MORTGAGE,78000.0,VERIFIED,2011-11-01,CHARGED OFF,DEBT_CONSOLIDATION,746XX,OK,25.97,0,1995-03-01,8,13,0,264,1.1,39,0.0,0.0,3860.27,3860.27,2599.22,1261.05,0.0,0.0,0.0,2012-08-01,965.84,2016-05-01,0.0
2595,1034017,12000.0,12000.0,12000.0, 60 MONTHS,20.3,319.94,E,E5,U.S. NAVY,5 YEARS,MORTGAGE,48000.0,SOURCE VERIFIED,2011-12-01,CHARGED OFF,HOME_IMPROVEMENT,234XX,VA,14.65,0,2007-06-01,2,5,0,8466,77.0,8,0.0,0.0,14102.9,14102.9,5503.11,5653.19,0.0,2946.6,522.9,2014-11-01,319.94,2016-05-01,0.0
2603,1034059,35000.0,35000.0,34963.57887, 60 MONTHS,23.91,1005.06,G,G4,MILITARY,10+ YEARS,RENT,81500.0,VERIFIED,2011-12-01,CHARGED OFF,DEBT_CONSOLIDATION,211XX,MD,21.92,0,1992-03-01,0,7,0,28427,98.2,31,0.0,0.0,26027.59,25973.29,8325.13,13783.77,0.0,3918.69,39.18690001,2013-11-01,41.06,2014-03-01,0.0
2608,1034051,20000.0,20000.0,20000.0, 60 MONTHS,17.27,499.96,D,D3,POST OFFICE,10+ YEARS,RENT,56508.0,SOURCE VERIFIED,2011-12-01,CHARGED OFF,CREDIT_CARD,941XX,CA,23.08,1,2002-06-01,1,11,0,8831,60.9,21,0.0,0.0,19014.33,19014.33,9141.54,8357.3,0.0,1515.49,272.7882,2015-02-01,500.0,2015-04-01,0.0
2620,1033948,12000.0,12000.0,12000.0, 36 MONTHS,14.27,411.71,C,C2,HALLIBURTON,< 1 YEAR,RENT,159500.0,SOURCE VERIFIED,2011-11-01,CHARGED OFF,CREDIT_CARD,774XX,TX,13.71,0,1989-02-01,0,15,0,19682,83.3,39,0.0,0.0,14285.06,14285.06,11170.88,2806.72,120.81,186.65,33.597,2015-04-01,60.52,2015-07-01,0.0
2633,1033885,20000.0,20000.0,19750.0, 60 MONTHS,13.49,460.1,C,C1,HILLS TOWING,3 YEARS,MORTGAGE,55000.0,SOURCE VERIFIED,2011-12-01,CHARGED OFF,CREDIT_CARD,922XX,CA,20.62,0,2003-12-01,0,7,0,13788,52.4,10,0.0,0.0,5437.62,5369.58,2212.41,2203.76,0.0,1021.45,10.15,2013-01-01,92.71,2013-02-01,0.0
2646,1033669,35000.0,35000.0,34963.08012, 60 MONTHS,22.35,973.64,F,F5,KAISER PERMANENTE,10+ YEARS,RENT,143000.0,VERIFIED,2011-12-01,CHARGED OFF,CREDIT_CARD,908XX,CA,12.95,0,1999-01-01,2,16,0,22050,82.3,20,0.0,0.0,46850.28,46782.2,24581.94,22122.3,146.04,0.0,0.0,2015-12-01,1022.32,2016-05-01,0.0
2662,1033569,22000.0,22000.0,21475.0, 60 MONTHS,11.71,486.16,B,B3,FRITO-LAY INC.,10+ YEARS,MORTGAGE,70000.0,VERIFIED,2011-12-01,CHARGED OFF,DEBT_CONSOLIDATION,757XX,TX,18.45,0,1999-07-01,0,6,0,0,0.0,23,0.0,0.0,20596.97,20104.91,12394.78,6043.8,0.0,2158.39,388.5102,2015-02-01,486.16,2015-07-01,0.0
2673,1016253,2400.0,2400.0,2400.0, 36 MONTHS,12.69,80.51,B,B5,TEXAS PRESS ,5 YEARS,OWN,48000.0,NOT VERIFIED,2011-11-01,CHARGED OFF,VACATION,782XX,TX,15.28,0,1999-06-01,2,19,0,8965,56.7,36,0.0,0.0,2842.15,2842.15,2310.05,494.54,0.0,37.56,6.7608,2014-11-01,80.51,2015-12-01,0.0
2679,1033444,7500.0,7500.0,7500.0, 36 MONTHS,7.9,234.68,A,A4,UNION BANK,5 YEARS,RENT,34000.0,NOT VERIFIED,2011-11-01,CHARGED OFF,DEBT_CONSOLIDATION,640XX,MO,29.29,0,1997-02-01,2,13,0,13550,60.0,26,0.0,0.0,3049.02,3049.02,2504.96,544.06,0.0,0.0,0.0,2013-01-01,234.68,2016-05-01,0.0
2693,1031222,18800.0,18800.0,18750.0, 60 MONTHS,18.25,479.96,D,D5,PECI,1 YEAR,RENT,46000.0,NOT VERIFIED,2011-12-01,CHARGED OFF,CREDIT_CARD,974XX,OR,16.15,0,2003-10-01,3,6,0,24825,97.9,18,0.0,0.0,7160.19,7141.35,2760.9,3466.88,0.0,932.41,8.97,2013-01-01,479.96,2013-06-01,0.0
2704,1033047,20200.0,20200.0,20172.63148, 60 MONTHS,21.28,549.67,F,F2,LOWE'S HOME IMPROVEMENT,10+ YEARS,RENT,59670.0,VERIFIED,2011-12-01,CHARGED OFF,DEBT_CONSOLIDATION,337XX,FL,16.87,0,2000-04-01,1,13,0,15408,78.2,21,0.0,0.0,13809.19,13785.31,4571.71,6997.32,0.0,2240.16,22.40160001,2013-10-01,579.55,2014-02-01,0.0
2705,1033033,20000.0,20000.0,20000.0, 36 MONTHS,14.27,686.18,C,C2,,10+ YEARS,RENT,95000.0,SOURCE VERIFIED,2011-11-01,CHARGED OFF,DEBT_CONSOLIDATION,537XX,WI,14.69,0,1986-12-01,2,12,0,19852,78.8,25,0.0,0.0,12331.18,12331.18,8382.17,3269.29,0.0,679.72,6.89,2013-05-01,686.18,2013-10-01,0.0
2712,1032577,7500.0,7500.0,7500.0, 36 MONTHS,16.29,264.76,D,D1,BAE SYSTEMS NORFOLK SHIPBUILDING AND DRY,5 YEARS,OWN,67000.0,NOT VERIFIED,2011-11-01,CHARGED OFF,HOME_IMPROVEMENT,279XX,NC,16.67,0,1999-11-01,0,6,0,23937,80.3,15,0.0,0.0,1296.37,1296.37,664.4,393.4,0.0,238.57,2.57,2012-04-01,264.76,2012-08-01,0.0
2713,1032771,21000.0,21000.0,20975.0, 60 MONTHS,19.42,549.62,E,E3,,1 YEAR,MORTGAGE,42000.0,VERIFIED,2011-12-01,CHARGED OFF,SMALL_BUSINESS,341XX,FL,11.26,0,1999-09-01,1,9,0,18695,72.2,22,0.0,0.0,8705.58,8695.27,3263.12,4423.3,0.0,1019.16,9.97,2013-02-01,549.62,2013-07-01,0.0
2717,1032337,19425.0,19425.0,19400.0, 60 MONTHS,20.89,524.32,F,F1,GREGG BINGHAM'S 10 MINUTE OIL CHANGE,10+ YEARS,MORTGAGE,46500.0,VERIFIED,2011-12-01,CHARGED OFF,DEBT_CONSOLIDATION,770XX,TX,21.19,0,1982-04-01,0,14,0,16561,70.2,29,0.0,0.0,19414.81,19389.9,8519.21,9269.97,0.0,1625.63,285.8274,2014-10-01,524.32,2015-03-01,0.0
2719,1032352,30000.0,30000.0,29937.86648, 60 MONTHS,21.67,822.95,F,F3,,6 YEARS,MORTGAGE,100000.0,SOURCE VERIFIED,2011-12-01,CHARGED OFF,DEBT_CONSOLIDATION,950XX,CA,1.19,0,2000-11-01,0,3,1,8378,89.1,4,0.0,0.0,29013.36,28930.78,12021.24,14359.92,0.0,2632.2,26.1396,2014-11-01,65.0,2015-01-01,1.0
2721,1032334,15600.0,15600.0,15600.0, 60 MONTHS,14.65,368.27,C,C3,LOUDOUN COUNTY PUBLIC SCHOOLS,5 YEARS,OWN,48575.0,SOURCE VERIFIED,2011-12-01,CHARGED OFF,DEBT_CONSOLIDATION,201XX,VA,22.33,0,1983-02-01,1,15,0,9877,56.8,22,0.0,0.0,16223.46,16223.46,9388.05,5708.94,0.0,1126.47,202.7646,2015-05-01,368.27,2015-12-01,0.0
2724,1032519,8000.0,8000.0,3975.0, 36 MONTHS,14.65,275.96,C,C3,SOUTHERN FELT,10+ YEARS,RENT,72000.0,SOURCE VERIFIED,2011-11-01,CHARGED OFF,DEBT_CONSOLIDATION,278XX,NC,22.28,0,1997-11-01,1,10,0,32955,85.8,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2016-05-01,0.0
2736,1032260,8000.0,8000.0,8000.0, 60 MONTHS,17.58,201.33,D,D4,,,RENT,36000.0,SOURCE VERIFIED,2011-11-01,CHARGED OFF,DEBT_CONSOLIDATION,235XX,VA,21.2,1,2006-03-01,0,5,0,2285,47.6,11,0.0,0.0,4896.44,4896.44,1708.33,2317.94,0.0,870.17,156.6306,2013-11-01,202.1,2014-01-01,0.0
2743,1032392,18000.0,18000.0,17975.0, 60 MONTHS,15.27,430.78,C,C4,SUNTRUST BANK,8 YEARS,RENT,50000.0,VERIFIED,2011-12-01,CHARGED OFF,CREDIT_CARD,347XX,FL,22.08,0,1992-05-01,3,9,0,12984,71.3,15,0.0,0.0,11328.36,11312.75,5040.96,4435.46,19.29548525,1832.64,18.32639999,2013-11-01,66.66,2014-03-01,0.0
2749,896003,30000.0,30000.0,29750.00485, 60 MONTHS,23.52,854.71,G,G3,MARITIME APPLIED PHYSICS CORP,3 YEARS,RENT,110000.0,VERIFIED,2011-12-01,CHARGED OFF,DEBT_CONSOLIDATION,200XX,DC,8.54,0,2000-12-01,1,4,0,23478,91.7,17,0.0,0.0,7625.93,7562.32,1635.98,4319.23,42.68699442,1628.03,15.52,2012-08-01,876.0,2012-11-01,0.0
2761,1032057,8875.0,8875.0,8800.0, 36 MONTHS,8.9,281.81,A,A5,BUFFALO LODGING ASSOCIATES,2 YEARS,RENT,23000.0,NOT VERIFIED,2011-11-01,CHARGED OFF,DEBT_CONSOLIDATION,142XX,NY,18.16,0,2005-07-01,0,15,0,16583,60.1,29,0.0,0.0,1970.22,1953.56,1544.05,426.17,0.0,0.0,0.0,2012-07-01,281.81,2016-05-01,0.0
2762,1031861,30000.0,30000.0,29972.44986, 60 MONTHS,18.64,772.29,E,E1,NJDEP/OIRM,10+ YEARS,OWN,61000.0,VERIFIED,2011-12-01,CHARGED OFF,DEBT_CONSOLIDATION,080XX,NJ,23.0,0,1998-11-01,1,14,0,17056,60.1,35,0.0,0.0,7751.7,7738.84,2583.57,3584.75,0.0,1583.38,15.18,2012-08-01,772.29,2013-02-01,0.0
2767,1031991,8900.0,8900.0,8850.0, 60 MONTHS,18.64,229.12,E,E1,FAIRFIELD RESIDENTIAL COMPANY LLC,6 YEARS,OWN,77000.0,VERIFIED,2011-11-01,CHARGED OFF,DEBT_CONSOLIDATION,921XX,CA,11.89,0,2006-06-01,0,19,0,12954,80.4,22,0.0,0.0,6602.31,6565.28,2740.62,2967.13,0.0,894.56,8.743100005,2014-01-01,229.12,2014-06-01,0.0
2774,1031780,12000.0,12000.0,11925.0, 36 MONTHS,9.91,386.7,B,B1,LARRY'S PLUMBING,10+ YEARS,MORTGAGE,87000.0,NOT VERIFIED,2011-11-01,CHARGED OFF,DEBT_CONSOLIDATION,337XX,FL,8.97,0,1996-10-01,1,9,0,19688,66.5,16,0.0,0.0,10266.88,10202.79,7951.67,1756.87,0.0,558.34,5.583399998,2014-02-01,34.95,2014-06-01,0.0
2777,1030280,10000.0,10000.0,9950.0, 36 MONTHS,12.69,335.45,B,B5,BEEF BRANDS LLC,10+ YEARS,RENT,62000.0,SOURCE VERIFIED,2011-11-01,CHARGED OFF,SMALL_BUSINESS,600XX,IL,10.35,0,1979-02-01,1,10,1,7470,65.5,22,0.0,0.0,9748.35,9699.67,6576.59,1771.76,0.0,1400.0,245.0,2014-07-01,316.66,2016-05-01,1.0
2779,985283,8000.0,8000.0,8000.0, 36 MONTHS,10.65,260.59,B,B2,,,RENT,60780.0,NOT VERIFIED,2011-11-01,CHARGED OFF,CREDIT_CARD,863XX,AZ,14.27,0,1986-09-01,2,15,0,14759,20.5,48,0.0,0.0,7035.93,7035.93,5745.26,1277.93,0.0,12.74,0.0,2014-03-01,260.59,2016-05-01,0.0
2782,1031521,35000.0,35000.0,33304.82184, 60 MONTHS,20.3,933.14,E,E5,DELAWARE RIVER PORT AUTHORITY,10+ YEARS,RENT,75000.0,VERIFIED,2011-11-01,CHARGED OFF,DEBT_CONSOLIDATION,080XX,NJ,19.28,0,1995-01-01,0,13,0,28737,82.6,16,0.0,0.0,29456.88,25712.93,12074.91,14053.01,0.0,3328.96,33.2896,2014-05-01,26.52,2014-09-01,0.0
2785,1031691,9000.0,9000.0,9000.0, 36 MONTHS,11.71,297.69,B,B3,MAYWOOD HEALTHCARE,1 YEAR,RENT,51000.0,NOT VERIFIED,2011-11-01,CHARGED OFF,DEBT_CONSOLIDATION,907XX,CA,19.22,0,2006-09-01,0,9,0,13997,63.3,16,0.0,0.0,3363.2,3363.2,2189.86,782.44,0.0,390.9,3.81,2012-10-01,297.69,2013-03-01,0.0
2788,1022421,1800.0,1800.0,1800.0, 36 MONTHS,13.49,61.08,C,C1,HMS HOST,7 YEARS,RENT,40000.0,NOT VERIFIED,2011-11-01,CHARGED OFF,OTHER,900XX,CA,10.56,0,2008-01-01,0,3,0,1020,63.7,3,0.0,0.0,1092.0,1092.0,755.98,276.26,0.0,59.76,0.68,2013-05-01,61.08,2013-10-01,0.0
2789,1031500,14000.0,14000.0,13975.0, 60 MONTHS,18.64,360.41,E,E1,ENTERPRISE MARINE,< 1 YEAR,MORTGAGE,63000.0,VERIFIED,2011-11-01,CHARGED OFF,SMALL_BUSINESS,724XX,AR,23.35,0,2001-02-01,1,11,1,4504,51.2,37,0.0,0.0,5367.16,5357.62,2039.5,2640.76,0.0,686.9,6.66,2013-01-01,360.41,2013-06-01,1.0
2796,1031647,2800.0,2800.0,2800.0, 36 MONTHS,16.29,98.85,D,D1,UNITED STATES ARMY,2 YEARS,RENT,43200.0,SOURCE VERIFIED,2011-11-01,CHARGED OFF,OTHER,981XX,WA,3.94,0,2005-05-01,2,4,0,6161,67.7,5,0.0,0.0,1676.09,1676.09,1076.27,501.17,0.0,98.65,1.1,2013-04-01,98.85,2013-09-01,0.0
2800,1031462,8000.0,8000.0,8000.0, 36 MONTHS,13.49,271.45,C,C1,HYATT REGENCY,< 1 YEAR,RENT,23000.0,VERIFIED,2011-11-01,CHARGED OFF,DEBT_CONSOLIDATION,314XX,GA,7.62,0,2004-12-01,0,5,0,5582,94.6,7,0.0,0.0,2815.19,2815.19,1699.1,739.29,14.95966108,361.84,3.47,2012-09-01,814.33,2013-05-01,0.0
2801,1031468,14825.0,14825.0,14825.0, 60 MONTHS,23.52,422.37,G,G3,COLUMBIA HOSPITAL,1 YEAR,RENT,45600.0,SOURCE VERIFIED,2011-11-01,CHARGED OFF,DEBT_CONSOLIDATION,334XX,FL,23.68,0,2002-05-01,1,25,0,15070,50.7,44,0.0,0.0,2183.83,2183.83,538.4,1146.33,0.0,499.1,5.38,2012-04-01,844.74,2012-08-01,0.0
2802,1031631,6100.0,6100.0,6100.0, 36 MONTHS,18.64,222.5,E,E1,ONE ON ONE SENIOR CARE,7 YEARS,OWN,70000.0,VERIFIED,2011-11-01,CHARGED OFF,DEBT_CONSOLIDATION,940XX,CA,12.67,0,2007-07-01,1,12,0,14731,77.6,16,0.0,0.0,3997.62,3997.62,2624.88,1372.74,0.0,0.0,0.0,2013-06-01,222.5,2016-05-01,0.0
2808,1004345,10000.0,10000.0,10000.0, 36 MONTHS,12.69,335.45,B,B5,,,MORTGAGE,50000.0,VERIFIED,2011-11-01,CHARGED OFF,CREDIT_CARD,803XX,CO,14.4,0,1988-09-01,3,10,0,11442,67.7,33,0.0,0.0,1003.53,1003.53,694.46,309.07,0.0,0.0,0.0,2012-03-01,335.45,2016-05-01,0.0
2821,1031278,12000.0,12000.0,11975.0, 60 MONTHS,18.64,308.92,E,E1,"INFORMATION MANAGEMENT DEPT., NMC",10+ YEARS,RENT,61234.0,VERIFIED,2011-11-01,CHARGED OFF,DEBT_CONSOLIDATION,235XX,VA,13.91,0,1997-12-01,0,13,0,11730,64.1,34,0.0,0.0,12008.16,11983.18,5838.16,5256.96,0.0,913.04,159.6672,2014-12-01,308.92,2015-05-01,0.0
2827,1031054,18000.0,18000.0,17900.0, 60 MONTHS,14.27,421.36,C,C2,UPS,8 YEARS,RENT,36000.0,VERIFIED,2011-11-01,CHARGED OFF,DEBT_CONSOLIDATION,917XX,CA,13.67,0,1994-01-01,1,8,0,10423,39.0,35,0.0,0.0,16308.62,16218.04,8291.05,5566.51,0.0,2451.06,432.6732,2014-09-01,421.36,2015-02-01,0.0
2828,1024037,24575.0,24575.0,24550.0, 60 MONTHS,20.89,663.32,F,F1,"LEAKE AND WATTS SERVICES, INC.",5 YEARS,RENT,54600.0,VERIFIED,2011-11-01,CHARGED OFF,DEBT_CONSOLIDATION,108XX,NY,22.99,0,1989-01-01,1,24,0,17997,61.2,51,0.0,0.0,7252.13,7244.79,2269.84,3690.86,0.0,1291.43,12.53,2012-09-01,663.32,2013-02-01,0.0
2849,1030851,7200.0,7200.0,7200.0, 36 MONTHS,11.71,238.15,B,B3,MEIGS COUNTY COUNCIL ON AGING,6 YEARS,MORTGAGE,26453.0,NOT VERIFIED,2011-11-01,CHARGED OFF,DEBT_CONSOLIDATION,457XX,OH,21.55,0,1993-05-01,2,10,0,6695,82.7,13,0.0,0.0,3805.6,3805.6,2888.44,917.16,0.0,0.0,0.0,2013-04-01,238.15,2016-05-01,0.0
2861,1026295,15000.0,15000.0,14950.0, 36 MONTHS,8.9,476.3,A,A5,CHICAGO POLICE DEPT,10+ YEARS,MORTGAGE,95000.0,VERIFIED,2011-11-01,CHARGED OFF,DEBT_CONSOLIDATION,606XX,IL,16.79,0,1997-02-01,3,11,0,2880,23.4,37,0.0,0.0,10478.6,10443.79,8676.34,1787.52,0.0,14.74,0.0,2013-10-01,476.3,2016-05-01,0.0
2865,1030778,12800.0,12800.0,12775.0, 60 MONTHS,14.65,302.17,C,C3,CHASE MORTGAGE,4 YEARS,RENT,39000.0,SOURCE VERIFIED,2011-11-01,CHARGED OFF,CREDIT_CARD,919XX,CA,23.48,0,1998-12-01,1,5,0,13297,83.1,20,0.0,0.0,13222.12,13196.3,7465.73,4618.99,0.0,1137.4,204.732,2015-04-01,302.17,2015-08-01,0.0
2867,1030558,12000.0,12000.0,12000.0, 60 MONTHS,17.27,299.98,D,D3,LINDQUIST & VENNUM,6 YEARS,RENT,34200.0,SOURCE VERIFIED,2011-11-01,CHARGED OFF,DEBT_CONSOLIDATION,554XX,MN,18.07,0,1994-01-01,2,10,0,3902,28.1,24,0.0,0.0,2698.04,2698.04,1207.66,1478.66,0.0,11.72,0.0,2012-09-01,299.98,2016-05-01,0.0
2868,1030354,10625.0,10625.0,10625.0, 36 MONTHS,14.27,364.54,C,C2,JCPENNEY,< 1 YEAR,MORTGAGE,51000.0,VERIFIED,2011-11-01,CHARGED OFF,DEBT_CONSOLIDATION,935XX,CA,12.54,0,1995-08-01,0,14,0,10767,83.9,26,0.0,0.0,6452.01,6452.01,1986.15,929.29,0.0,3536.57,333.5382,2012-08-01,364.54,2015-04-01,0.0
